date,asset_id,well_id,equipment_type,vibration_level,temperature_c,pressure_psi,failure_risk_score
2024-02-18,A003,A003-W06,Compressor,4.43,81.46,1830.62,0.25
2024-02-19,A003,A003-W06,Valve,4.34,74.35,1850.41,0.6
2024-02-20,A003,A003-W06,Pump,3.09,77.4,1826.21,0.18
2024-02-21,A003,A003-W06,Compressor,2.8,66.79,1882.93,0.16
2024-02-22,A003,A003-W06,Compressor,4.27,73.77,1944.24,0.24
2024-02-23,A003,A003-W06,Valve,3.43,69.82,1860.06,0.32
2024-02-24,A003,A003-W06,Pump,3.82,79.71,1828.54,0.34
2024-02-25,A003,A003-W06,Compressor,2.94,83.62,1852.99,0.29
2024-02-26,A003,A003-W06,Compressor,3.7,71.53,1809.32,0.21
2024-02-27,A003,A003-W06,Pump,3.08,82.34,1847.45,0.18
2024-02-28,A003,A003-W06,Valve,3.08,75.71,1833.58,0.18
2024-02-29,A003,A003-W06,Compressor,4.24,79.05,1829.99,0.36
2024-03-01,A003,A003-W06,Pump,3.76,72.44,1896.61,0.33
2024-03-02,A003,A003-W06,Valve,3.62,86.55,1903.92,0.57
2024-03-03,A003,A003-W06,Valve,3.08,84.33,1828.04,0.18
2024-03-04,A003,A003-W06,Compressor,4.26,62.05,1896.41,0.24
2024-03-05,A003,A003-W06,Compressor,4.36,77.79,1788.23,0.24
2024-03-06,A003,A003-W06,Pump,3.3,77.73,1848.42,0.55
2024-03-07,A003,A003-W06,Valve,4.12,68.6,1803.93,0.23
2024-03-08,A003,A003-W06,Pump,4.46,82.16,1831.63,0.25
2024-03-09,A003,A003-W06,Compressor,4.46,69.08,1840.52,0.25
2024-03-10,A003,A003-W06,Valve,3.34,77.1,1838.39,0.19
2024-03-11,A003,A003-W06,Valve,2.67,61.91,1852.69,0.16
2024-03-12,A003,A003-W06,Pump,4.61,76.68,1844.94,0.62
2024-03-13,A003,A003-W06,Valve,2.94,66.67,1876.03,0.17
2024-03-14,A003,A003-W06,Compressor,4.7,76.04,1856.26,0.38
2024-03-15,A003,A003-W06,Pump,2.74,72.28,1878.34,0.16
2024-03-16,A003,A003-W06,Valve,2.62,61.15,1871.79,0.16
2024-03-17,A003,A003-W06,Compressor,3.05,69.25,1783.23,0.18
2024-03-18,A003,A003-W06,Compressor,4.76,69.33,1857.24,0.5
2024-03-19,A003,A003-W06,Pump,3.45,78.88,1788.41,0.32
2024-03-20,A003,A003-W06,Compressor,4.0,67.86,1845.59,0.34
2024-03-21,A003,A003-W06,Compressor,4.51,70.15,1908.33,0.37
2024-03-22,A003,A003-W06,Compressor,3.76,70.28,1819.13,0.45
2024-03-23,A003,A003-W06,Valve,3.6,80.43,1842.44,0.21
2024-03-24,A003,A003-W06,Valve,4.59,69.99,1820.05,0.37
2024-03-25,A003,A003-W06,Compressor,3.01,76.96,1814.7,0.3
2024-03-26,A003,A003-W06,Valve,3.03,67.33,1788.15,0.18
2024-03-27,A003,A003-W06,Pump,5.01,69.48,1911.63,0.64
2024-03-28,A003,A003-W06,Valve,3.93,76.66,1841.38,0.22
2024-03-29,A003,A003-W06,Compressor,3.82,79.21,1843.74,0.46
2024-03-30,A003,A003-W06,Valve,3.74,69.74,1834.89,0.57
2024-03-31,A003,A003-W06,Pump,2.57,71.59,1823.5,0.15
2024-04-01,A003,A003-W06,Valve,4.64,67.42,1818.03,0.5
2024-04-02,A003,A003-W06,Valve,3.41,80.05,1793.65,0.32
2024-04-03,A003,A003-W06,Compressor,3.0,73.24,1864.97,0.42
2024-04-04,A003,A003-W06,Compressor,3.77,79.46,1840.59,0.21
2024-04-05,A003,A003-W06,Pump,2.86,62.73,1884.97,0.17
2024-04-06,A003,A003-W06,Pump,3.05,83.14,1796.4,0.18
2024-04-07,A003,A003-W06,Compressor,3.45,76.1,1880.33,0.2
2024-04-08,A003,A003-W06,Pump,3.53,76.98,1879.26,0.2
2024-04-09,A003,A003-W06,Pump,3.89,81.35,1834.28,0.46
2024-04-10,A003,A003-W06,Valve,3.5,73.34,1818.61,0.32
2024-04-11,A003,A003-W06,Compressor,2.73,74.41,1862.22,0.28
2024-04-12,A003,A003-W06,Pump,4.55,85.92,1812.04,0.49
2024-04-13,A003,A003-W06,Pump,2.91,76.87,1845.84,0.17
2024-04-14,A003,A003-W06,Valve,3.5,82.79,1876.11,0.2
2024-04-15,A003,A003-W06,Valve,3.64,62.13,1861.01,0.21
2024-04-16,A003,A003-W06,Valve,4.45,76.75,1859.5,0.37
2024-04-17,A003,A003-W06,Pump,4.15,67.06,1865.2,0.23
2024-04-18,A003,A003-W06,Pump,3.49,70.08,1842.68,0.2
2024-04-19,A003,A003-W06,Pump,3.25,84.02,1819.66,0.19
2024-04-20,A003,A003-W06,Pump,4.75,77.5,1880.58,0.62
2024-04-21,A003,A003-W06,Pump,3.74,87.26,1881.92,0.45
2024-04-22,A003,A003-W06,Pump,3.22,82.76,1866.59,0.55
2024-04-23,A003,A003-W06,Compressor,4.76,81.11,1835.66,0.5
2024-04-24,A003,A003-W06,Pump,2.68,74.94,1775.79,0.16
2024-04-25,A003,A003-W06,Compressor,4.77,64.8,1774.1,0.5
2024-04-26,A003,A003-W06,Compressor,4.11,76.57,1903.73,0.35
2024-04-27,A003,A003-W06,Pump,4.9,64.01,1829.36,0.51
2024-04-28,A003,A003-W06,Valve,2.77,73.88,1849.3,0.16
2024-04-29,A003,A003-W06,Pump,3.78,62.53,1844.92,0.33
2024-04-30,A003,A003-W06,Valve,3.18,64.92,1777.75,0.42
2024-05-01,A003,A003-W06,Compressor,3.83,80.47,1859.12,0.22
2024-05-02,A003,A003-W06,Pump,3.56,69.77,1892.71,0.44
2024-05-03,A003,A003-W06,Valve,4.12,62.59,1922.63,0.23
2024-05-04,A003,A003-W06,Compressor,3.29,85.38,1850.86,0.31
2024-05-05,A003,A003-W06,Valve,3.08,78.32,1848.03,0.42
2024-05-06,A003,A003-W06,Valve,3.56,68.36,1843.75,0.2
2024-05-07,A003,A003-W06,Pump,2.89,82.08,1793.86,0.29
2024-05-08,A003,A003-W06,Pump,4.12,86.77,1794.31,0.59
2024-05-09,A003,A003-W06,Valve,3.36,78.96,1786.43,0.55
2024-05-10,A003,A003-W06,Pump,4.46,71.25,1804.68,0.25
2024-05-11,A003,A003-W06,Compressor,3.92,80.68,1770.19,0.22
2024-05-12,A003,A003-W06,Compressor,2.79,81.16,1828.08,0.16
2024-05-13,A003,A003-W06,Compressor,4.55,66.54,1912.0,0.61
2024-05-14,A003,A003-W06,Pump,3.69,85.79,1916.18,0.45
2024-05-15,A003,A003-W06,Valve,3.12,64.93,1814.87,0.54
2024-05-16,A003,A003-W06,Pump,3.4,78.95,1846.77,0.56
2024-05-17,A003,A003-W06,Valve,4.4,68.87,1869.25,0.25
2024-05-18,A003,A003-W06,Pump,3.59,83.36,1854.64,0.2
2024-05-19,A003,A003-W06,Pump,4.29,63.25,1873.37,0.24
2024-05-20,A003,A003-W06,Valve,2.64,69.01,1822.24,0.16
2024-05-21,A003,A003-W06,Pump,3.95,82.9,1807.41,0.22
2024-05-22,A003,A003-W06,Valve,4.48,60.31,1872.07,0.25
2024-05-23,A003,A003-W06,Valve,3.99,72.83,1877.86,0.22
2024-05-24,A003,A003-W06,Valve,5.08,65.83,1897.85,0.64
2024-05-25,A003,A003-W06,Valve,3.4,71.87,1851.29,0.44
2024-05-26,A003,A003-W06,Valve,3.79,69.61,1819.48,0.21
2024-05-27,A003,A003-W06,Pump,3.68,66.6,1871.82,0.57
2024-05-28,A003,A003-W06,Compressor,2.76,75.18,1799.72,0.28
2024-05-29,A003,A003-W06,Valve,4.72,80.02,1800.22,0.5
2024-05-30,A003,A003-W06,Pump,2.73,71.3,1828.2,0.16
2024-05-31,A003,A003-W06,Compressor,4.14,86.11,1891.98,0.59
2024-06-01,A003,A003-W06,Pump,3.98,81.39,1805.95,0.22
2024-06-02,A003,A003-W06,Valve,3.75,80.21,1895.4,0.57
2024-06-03,A003,A003-W06,Pump,3.56,64.95,1857.73,0.56
2024-06-04,A003,A003-W06,Valve,3.27,61.97,1803.57,0.19
2024-06-05,A003,A003-W06,Valve,2.97,76.63,1779.9,0.17
2024-06-06,A003,A003-W06,Pump,3.67,75.14,1793.14,0.33
2024-06-07,A003,A003-W06,Compressor,3.75,75.87,1911.6,0.33
2024-06-08,A003,A003-W06,Pump,3.63,76.52,1829.98,0.21
2024-06-09,A003,A003-W06,Pump,3.29,71.74,1812.42,0.19
2024-06-10,A003,A003-W06,Compressor,4.66,63.61,1828.59,0.38
2024-06-11,A003,A003-W06,Valve,4.71,79.69,1802.78,0.5
2024-06-12,A003,A003-W06,Compressor,3.42,61.79,1887.93,0.32
2024-06-13,A003,A003-W06,Valve,4.86,76.39,1746.21,0.51
2024-06-14,A003,A003-W06,Compressor,3.28,70.09,1869.66,0.19
2024-06-15,A003,A003-W06,Compressor,3.98,83.84,1929.59,0.22
2024-06-16,A003,A003-W06,Pump,2.86,63.15,1801.29,0.17
2024-06-17,A003,A003-W06,Compressor,2.96,60.86,1846.18,0.17
2024-06-18,A003,A003-W06,Valve,4.28,76.63,1803.86,0.24
2024-06-19,A003,A003-W06,Compressor,3.26,63.25,1806.41,0.19
2024-06-20,A003,A003-W06,Pump,3.74,75.91,1768.04,0.21
2024-06-21,A003,A003-W06,Compressor,2.83,63.64,1834.12,0.29
2024-06-22,A003,A003-W06,Pump,4.37,72.91,1871.0,0.24
2024-06-23,A003,A003-W06,Valve,3.03,87.59,1826.56,0.42
2024-06-24,A003,A003-W06,Compressor,3.68,68.66,1776.44,0.57
2024-06-25,A003,A003-W06,Pump,3.62,60.25,1757.31,0.21
2024-06-26,A003,A003-W06,Pump,4.37,77.49,1811.97,0.36
2024-06-27,A003,A003-W06,Pump,3.13,70.04,1781.97,0.42
2024-06-28,A003,A003-W06,Compressor,3.11,66.17,1904.47,0.18
2024-06-29,A003,A003-W06,Compressor,3.36,75.82,1823.34,0.55
2024-06-30,A003,A003-W06,Valve,3.05,77.2,1835.72,0.3
2024-07-01,A003,A003-W06,Compressor,3.37,83.76,1775.43,0.55
2024-07-02,A003,A003-W06,Compressor,2.71,76.99,1817.88,0.16
2024-07-03,A003,A003-W06,Compressor,3.17,75.64,1850.6,0.18
2024-07-04,A003,A003-W06,Compressor,4.07,65.75,1843.46,0.23
2024-07-05,A003,A003-W06,Valve,4.34,74.46,1823.33,0.6
2024-07-06,A003,A003-W06,Compressor,4.09,80.42,1875.75,0.35
2024-07-07,A003,A003-W06,Compressor,3.31,77.5,1746.27,0.43
2024-07-08,A003,A003-W06,Valve,3.16,67.95,1793.59,0.3
2024-07-09,A003,A003-W06,Compressor,2.61,82.21,1844.19,0.16
2024-07-10,A003,A003-W06,Pump,4.35,81.72,1788.94,0.24
2024-07-11,A003,A003-W06,Pump,4.32,64.04,1791.84,0.48
2024-07-12,A003,A003-W06,Pump,3.12,69.2,1822.61,0.18
2024-07-13,A003,A003-W06,Compressor,3.33,67.66,1824.49,0.31
2024-07-14,A003,A003-W06,Compressor,3.13,84.09,1734.16,0.18
2024-07-15,A003,A003-W06,Compressor,4.18,82.31,1877.38,0.23
2024-07-16,A003,A003-W06,Valve,3.46,83.65,1775.33,0.44
2024-07-17,A003,A003-W06,Pump,3.47,74.79,1875.56,0.2
2024-07-18,A003,A003-W06,Compressor,4.9,78.34,1915.92,0.63
2024-07-19,A003,A003-W06,Compressor,2.88,70.28,1870.04,0.17
2024-07-20,A003,A003-W06,Compressor,4.03,60.61,1863.05,0.23
2024-07-21,A003,A003-W06,Pump,3.59,80.04,1861.55,0.2
2024-07-22,A003,A003-W06,Pump,3.92,64.77,1774.18,0.22
2024-07-23,A003,A003-W06,Pump,2.92,82.07,1807.99,0.29
2024-07-24,A003,A003-W06,Compressor,4.55,80.75,1784.11,0.37
2024-07-25,A003,A003-W06,Compressor,4.6,71.32,1779.92,0.61
2024-07-26,A003,A003-W06,Pump,3.07,67.55,1890.79,0.18
2024-07-27,A003,A003-W06,Valve,3.82,76.88,1822.42,0.46
2024-07-28,A003,A003-W06,Compressor,4.59,85.21,1886.84,0.37
2024-07-29,A003,A003-W06,Compressor,2.73,78.71,1845.85,0.16
2024-07-30,A003,A003-W06,Compressor,4.43,64.13,1771.49,0.25
2024-07-31,A003,A003-W06,Pump,3.73,76.94,1859.55,0.45
2024-08-01,A003,A003-W06,Pump,3.91,76.12,1922.01,0.22
2024-08-02,A003,A003-W06,Pump,4.45,71.12,1785.18,0.25
2024-08-03,A003,A003-W06,Pump,3.45,88.91,1781.17,0.56
2024-08-04,A003,A003-W06,Compressor,3.57,79.95,1818.62,0.32
2024-08-05,A003,A003-W06,Valve,3.91,74.95,1807.49,0.22
2024-08-06,A003,A003-W06,Compressor,4.48,84.46,1779.56,0.49
2024-08-07,A003,A003-W06,Pump,3.8,78.07,1795.76,0.22
2024-08-08,A003,A003-W06,Pump,3.91,73.38,1787.13,0.34
2024-08-09,A003,A003-W06,Compressor,2.83,64.68,1909.28,0.17
2024-08-10,A003,A003-W06,Compressor,4.66,72.73,1891.23,0.62
2024-08-11,A003,A003-W06,Compressor,4.26,77.11,1843.86,0.24
2024-08-12,A003,A003-W06,Compressor,3.97,77.8,1777.06,0.22
2024-08-13,A003,A003-W06,Pump,4.87,71.77,1782.37,0.51
2024-08-14,A003,A003-W06,Valve,3.38,70.17,1826.54,0.19
2024-08-15,A003,A003-W06,Pump,4.5,89.25,1820.0,0.61
2024-08-16,A003,A003-W06,Pump,2.73,64.86,1777.05,0.16
2024-08-17,A003,A003-W06,Compressor,4.11,72.04,1812.06,0.47
2024-08-18,A003,A003-W06,Pump,3.39,78.38,1835.91,0.31
2024-08-19,A003,A003-W06,Compressor,3.51,82.4,1841.59,0.2
2024-08-20,A003,A003-W06,Pump,3.5,60.03,1717.95,0.2
2024-08-21,A003,A003-W06,Valve,4.16,77.97,1762.87,0.59
2024-08-22,A003,A003-W06,Valve,3.14,79.11,1765.43,0.3
2024-08-23,A003,A003-W06,Pump,4.28,64.71,1771.77,0.48
2024-08-24,A003,A003-W06,Compressor,2.77,71.04,1827.57,0.16
2024-08-25,A003,A003-W06,Compressor,2.67,74.96,1850.82,0.16
2024-08-26,A003,A003-W06,Pump,3.13,65.97,1729.35,0.42
2024-08-27,A003,A003-W06,Compressor,4.49,73.99,1764.12,0.37
2024-08-28,A003,A003-W06,Compressor,3.42,86.29,1746.81,0.44
2024-08-29,A003,A003-W06,Pump,4.73,65.27,1850.87,0.62
2024-08-30,A003,A003-W06,Pump,4.58,66.61,1829.91,0.37
2024-08-31,A003,A003-W06,Compressor,3.72,67.95,1755.77,0.21
2024-09-01,A003,A003-W06,Compressor,4.87,76.05,1778.76,0.51
2024-09-02,A003,A003-W06,Valve,4.33,85.93,1830.9,0.6
2024-09-03,A003,A003-W06,Compressor,4.16,77.56,1769.02,0.23
2024-09-04,A003,A003-W06,Compressor,2.68,60.46,1731.35,0.16
2024-09-05,A003,A003-W06,Valve,4.88,79.76,1759.62,0.63
2024-09-06,A003,A003-W06,Valve,3.9,65.52,1837.81,0.22
2024-09-07,A003,A003-W06,Compressor,4.03,80.65,1772.91,0.23
2024-09-08,A003,A003-W06,Compressor,2.86,62.75,1739.34,0.29
2024-09-09,A003,A003-W06,Pump,3.96,70.73,1768.65,0.34
2024-09-10,A003,A003-W06,Valve,3.68,61.49,1747.91,0.21
2024-09-11,A003,A003-W06,Compressor,3.6,67.58,1873.56,0.2
2024-09-12,A003,A003-W06,Valve,4.15,79.57,1832.09,0.35
2024-09-13,A003,A003-W06,Valve,4.23,76.48,1788.77,0.48
2024-09-14,A003,A003-W06,Pump,4.18,85.1,1757.89,0.35
2024-09-15,A003,A003-W06,Valve,2.86,71.93,1881.9,0.17
2024-09-16,A003,A003-W06,Compressor,3.66,61.67,1844.74,0.21
2024-09-17,A003,A003-W06,Valve,3.35,76.71,1742.45,0.55
2024-09-18,A003,A003-W06,Valve,3.61,65.9,1794.4,0.21
2024-09-19,A003,A003-W06,Valve,2.52,80.54,1823.5,0.15
2024-09-20,A003,A003-W06,Pump,3.01,77.33,1785.26,0.18
2024-09-21,A003,A003-W06,Compressor,3.63,81.97,1769.98,0.45
2024-09-22,A003,A003-W06,Valve,4.37,78.28,1796.6,0.36
2024-09-23,A003,A003-W06,Valve,3.73,77.97,1912.71,0.21
2024-09-24,A003,A003-W06,Valve,3.78,60.05,1753.57,0.21
2024-09-25,A003,A003-W06,Compressor,3.01,84.21,1872.6,0.18
2024-09-26,A003,A003-W06,Pump,3.85,83.11,1721.56,0.22
2024-09-27,A003,A003-W06,Pump,3.63,74.82,1816.7,0.57
2024-09-28,A003,A003-W06,Compressor,3.17,75.72,1724.54,0.18
2024-09-29,A003,A003-W06,Valve,3.13,81.98,1901.22,0.3
2024-09-30,A003,A003-W06,Pump,2.97,67.61,1779.6,0.17
2024-10-01,A003,A003-W06,Valve,2.88,82.7,1815.01,0.17
2024-10-02,A003,A003-W06,Valve,3.75,69.96,1785.54,0.33
2024-10-03,A003,A003-W06,Compressor,3.09,72.92,1840.33,0.18
2024-10-04,A003,A003-W06,Compressor,3.46,70.95,1792.72,0.2
2024-10-05,A003,A003-W06,Pump,2.66,73.77,1792.33,0.16
2024-10-06,A003,A003-W06,Pump,3.23,74.9,1724.13,0.55
2024-10-07,A003,A003-W06,Compressor,3.88,76.57,1860.62,0.46
2024-10-08,A003,A003-W06,Valve,4.4,75.24,1878.81,0.25
2024-10-09,A003,A003-W06,Compressor,4.12,66.19,1807.06,0.23
2024-10-10,A003,A003-W06,Valve,3.25,85.08,1760.42,0.31
2024-10-11,A003,A003-W06,Pump,4.81,85.6,1784.55,0.51
2024-10-12,A003,A003-W06,Pump,4.4,77.81,1821.47,0.61
2024-10-13,A003,A003-W06,Pump,4.46,75.79,1824.03,0.25
2024-10-14,A003,A003-W06,Compressor,4.21,72.09,1822.94,0.24
2024-10-15,A003,A003-W06,Pump,3.3,79.44,1858.27,0.19
2024-10-16,A003,A003-W06,Pump,3.44,62.61,1867.64,0.2
2024-10-17,A003,A003-W06,Valve,4.22,62.43,1847.7,0.24
2024-10-18,A003,A003-W06,Compressor,3.06,73.48,1840.16,0.18
2024-10-19,A003,A003-W06,Compressor,4.6,81.03,1815.54,0.62
2024-10-20,A003,A003-W06,Compressor,3.99,69.96,1753.7,0.22
2024-10-21,A003,A003-W06,Pump,5.08,84.3,1788.76,0.64
2024-10-22,A003,A003-W06,Pump,3.3,81.68,1787.86,0.55
2024-10-23,A003,A003-W06,Pump,3.35,69.79,1789.28,0.19
2024-10-24,A003,A003-W06,Valve,4.62,75.27,1821.96,0.38
2024-10-25,A003,A003-W06,Compressor,2.87,68.14,1761.32,0.29
2024-10-26,A003,A003-W06,Valve,4.53,84.62,1801.81,0.49
2024-10-27,A003,A003-W06,Compressor,3.87,63.88,1790.77,0.22
2024-10-28,A003,A003-W06,Pump,2.54,78.26,1755.34,0.15
2024-10-29,A003,A003-W06,Compressor,4.24,75.48,1832.59,0.24
2024-10-30,A003,A003-W06,Pump,3.93,75.81,1807.97,0.58
2024-10-31,A003,A003-W06,Pump,4.28,66.73,1864.98,0.24
2024-11-01,A003,A003-W06,Pump,4.42,63.3,1871.88,0.25
2024-11-02,A003,A003-W06,Pump,4.4,82.73,1815.58,0.25
2024-11-03,A003,A003-W06,Compressor,2.83,71.76,1834.16,0.17
2024-11-04,A003,A003-W06,Valve,3.56,61.67,1814.88,0.2
2024-11-05,A003,A003-W06,Pump,4.1,74.27,1796.9,0.23
2024-11-06,A003,A003-W06,Pump,3.3,82.46,1796.44,0.19
2024-11-07,A003,A003-W06,Pump,5.06,87.53,1822.35,0.64
2024-11-08,A003,A003-W06,Compressor,4.21,69.25,1753.94,0.24
2024-11-09,A003,A003-W06,Compressor,4.32,80.53,1763.21,0.48
2024-11-10,A003,A003-W06,Valve,4.18,72.87,1861.79,0.47
2024-11-11,A003,A003-W06,Pump,3.95,65.3,1823.75,0.22
2024-11-12,A003,A003-W06,Compressor,3.5,82.07,1723.61,0.2
2024-11-13,A003,A003-W06,Valve,4.02,73.08,1860.47,0.23
2024-11-14,A003,A003-W06,Compressor,3.38,77.92,1850.03,0.31
2024-11-15,A003,A003-W06,Compressor,3.1,68.03,1771.12,0.18
2024-11-16,A003,A003-W06,Compressor,4.34,75.35,1779.26,0.24
2024-11-17,A003,A003-W06,Valve,4.1,72.39,1725.12,0.23
2024-11-18,A003,A003-W06,Compressor,4.24,73.04,1761.46,0.24
2024-11-19,A003,A003-W06,Compressor,4.82,88.79,1762.54,0.63
2024-11-20,A003,A003-W06,Pump,4.09,75.0,1816.69,0.35
2024-11-21,A003,A003-W06,Pump,3.12,84.1,1747.23,0.18
2024-11-22,A003,A003-W06,Compressor,3.03,84.86,1718.38,0.3
2024-11-23,A003,A003-W06,Valve,4.95,76.09,1759.3,0.63
2024-11-24,A003,A003-W06,Compressor,3.55,88.37,1790.52,0.56
2024-11-25,A003,A003-W06,Compressor,3.96,62.79,1792.68,0.22
2024-11-26,A003,A003-W06,Pump,3.0,78.71,1741.94,0.42
2024-11-27,A003,A003-W06,Compressor,4.06,71.73,1789.12,0.23
2024-11-28,A003,A003-W06,Compressor,3.48,60.72,1770.28,0.2
2024-11-29,A003,A003-W06,Valve,3.41,76.58,1878.09,0.2
2024-11-30,A003,A003-W06,Compressor,3.96,68.47,1796.4,0.34
2024-12-01,A003,A003-W06,Pump,4.86,87.3,1789.18,0.63
2024-12-02,A003,A003-W06,Valve,4.11,75.7,1783.79,0.47
2024-12-03,A003,A003-W06,Valve,3.61,72.62,1826.9,0.33
2024-12-04,A003,A003-W06,Pump,2.91,81.96,1758.61,0.29
2024-12-05,A003,A003-W06,Valve,3.65,71.55,1804.75,0.57
2024-12-06,A003,A003-W06,Valve,2.8,71.69,1828.94,0.16
2024-12-07,A003,A003-W06,Pump,4.52,76.02,1765.39,0.61
2024-12-08,A003,A003-W06,Valve,4.39,71.73,1712.74,0.24
2024-12-09,A003,A003-W06,Valve,3.45,76.53,1820.04,0.44
2024-12-10,A003,A003-W06,Compressor,3.11,67.34,1778.29,0.18
2024-12-11,A003,A003-W06,Valve,3.92,63.68,1795.53,0.22
2024-12-12,A003,A003-W06,Pump,3.38,76.89,1754.37,0.19
2024-12-13,A003,A003-W06,Valve,4.41,73.39,1723.18,0.49
2024-12-14,A003,A003-W06,Valve,2.71,69.44,1769.52,0.16
2024-12-15,A003,A003-W06,Valve,3.63,66.55,1727.77,0.21
2024-12-16,A003,A003-W06,Valve,4.26,68.27,1892.07,0.48
2024-12-17,A003,A003-W06,Valve,4.19,82.32,1689.61,0.59
2024-12-18,A003,A003-W06,Pump,2.75,64.26,1742.09,0.16
2024-12-19,A003,A003-W06,Pump,4.56,72.35,1878.72,0.37
2024-12-20,A003,A003-W06,Compressor,4.33,70.58,1768.32,0.36
2024-12-21,A003,A003-W06,Compressor,2.77,68.53,1705.52,0.16
2024-12-22,A003,A003-W06,Valve,3.52,74.68,1877.87,0.2
2024-12-23,A003,A003-W06,Pump,4.64,74.01,1762.01,0.62
2024-12-24,A003,A003-W06,Compressor,3.49,73.9,1775.33,0.56
2024-12-25,A003,A003-W06,Valve,2.93,75.75,1788.43,0.17
2024-12-26,A003,A003-W06,Valve,3.21,82.91,1741.37,0.43
2024-12-27,A003,A003-W06,Valve,3.82,73.28,1775.84,0.46
2024-12-28,A003,A003-W06,Compressor,2.79,72.14,1691.84,0.16
2024-12-29,A003,A003-W06,Valve,3.67,81.31,1712.73,0.21
2024-12-30,A003,A003-W06,Valve,3.91,77.14,1796.08,0.34
2024-12-31,A003,A003-W06,Valve,4.41,84.27,1719.6,0.37
2023-01-01,A003,A003-W07,Compressor,4.11,72.72,2124.56,0.23
2023-01-02,A003,A003-W07,Pump,4.73,69.1,2091.19,0.62
2023-01-03,A003,A003-W07,Valve,3.28,82.6,2026.13,0.43
2023-01-04,A003,A003-W07,Valve,4.43,65.13,2087.68,0.37
2023-01-05,A003,A003-W07,Valve,2.96,80.48,2084.27,0.17
2023-01-06,A003,A003-W07,Valve,3.29,75.47,2101.45,0.19
2023-01-07,A003,A003-W07,Valve,3.67,79.54,2022.48,0.21
2023-01-08,A003,A003-W07,Valve,3.04,79.55,2086.76,0.3
2023-01-09,A003,A003-W07,Pump,2.91,84.14,2059.92,0.17
2023-01-10,A003,A003-W07,Valve,2.92,84.86,2038.45,0.29
2023-01-11,A003,A003-W07,Compressor,2.78,68.79,2084.52,0.28
2023-01-12,A003,A003-W07,Valve,4.38,74.44,2084.93,0.24
2023-01-13,A003,A003-W07,Pump,3.75,66.43,2096.95,0.21
2023-01-14,A003,A003-W07,Pump,2.63,64.02,2038.01,0.16
2023-01-15,A003,A003-W07,Valve,3.32,63.45,2066.33,0.19
2023-01-16,A003,A003-W07,Compressor,3.41,67.21,2054.46,0.2
2023-01-17,A003,A003-W07,Valve,3.84,73.84,2100.63,0.22
2023-01-18,A003,A003-W07,Compressor,2.53,71.64,2132.09,0.15
2023-01-19,A003,A003-W07,Compressor,3.71,83.35,2132.51,0.21
2023-01-20,A003,A003-W07,Valve,3.94,73.52,2043.53,0.22
2023-01-21,A003,A003-W07,Pump,4.15,83.43,2131.15,0.47
2023-01-22,A003,A003-W07,Valve,3.59,77.1,2111.71,0.32
2023-01-23,A003,A003-W07,Compressor,3.49,72.1,2085.35,0.32
2023-01-24,A003,A003-W07,Compressor,4.28,72.03,2093.94,0.24
2023-01-25,A003,A003-W07,Compressor,4.3,84.71,2023.08,0.24
2023-01-26,A003,A003-W07,Compressor,3.53,73.92,2078.79,0.32
2023-01-27,A003,A003-W07,Compressor,3.74,60.23,2067.52,0.21
2023-01-28,A003,A003-W07,Pump,3.62,63.86,2105.63,0.33
2023-01-29,A003,A003-W07,Valve,4.76,83.59,2112.72,0.62
2023-01-30,A003,A003-W07,Valve,3.35,74.53,2054.08,0.19
2023-01-31,A003,A003-W07,Compressor,3.44,75.86,2078.92,0.56
2023-02-01,A003,A003-W07,Pump,3.92,66.42,2097.08,0.22
2023-02-02,A003,A003-W07,Valve,2.78,64.28,2039.04,0.16
2023-02-03,A003,A003-W07,Pump,3.71,68.79,2110.47,0.21
2023-02-04,A003,A003-W07,Compressor,4.68,65.17,2122.19,0.62
2023-02-05,A003,A003-W07,Compressor,4.34,73.31,2008.46,0.24
2023-02-06,A003,A003-W07,Compressor,3.18,64.98,2055.91,0.18
2023-02-07,A003,A003-W07,Compressor,4.27,83.41,2021.52,0.6
2023-02-08,A003,A003-W07,Compressor,4.45,75.95,2039.33,0.25
2023-02-09,A003,A003-W07,Compressor,4.2,82.87,2085.71,0.35
2023-02-10,A003,A003-W07,Compressor,2.78,64.74,2100.34,0.16
2023-02-11,A003,A003-W07,Valve,4.92,68.89,2046.82,0.63
2023-02-12,A003,A003-W07,Compressor,4.77,77.5,2037.89,0.5
2023-02-13,A003,A003-W07,Valve,3.58,62.74,2092.78,0.2
2023-02-14,A003,A003-W07,Compressor,3.68,80.74,2007.86,0.21
2023-02-15,A003,A003-W07,Compressor,4.12,65.43,2073.34,0.23
2023-02-16,A003,A003-W07,Pump,3.59,77.5,2038.1,0.44
2023-02-17,A003,A003-W07,Compressor,2.84,69.67,2008.04,0.17
2023-02-18,A003,A003-W07,Valve,4.94,75.7,2096.89,0.63
2023-02-19,A003,A003-W07,Pump,3.27,64.24,2057.91,0.31
2023-02-20,A003,A003-W07,Valve,3.15,65.43,2074.83,0.18
2023-02-21,A003,A003-W07,Valve,3.68,74.62,2059.75,0.21
2023-02-22,A003,A003-W07,Compressor,3.43,74.24,2093.58,0.44
2023-02-23,A003,A003-W07,Compressor,4.23,63.59,2015.9,0.36
2023-02-24,A003,A003-W07,Valve,4.21,80.69,2081.47,0.6
