date,asset_id,well_id,oil_produced_bbl,gas_produced_mcf,water_cut_pct,downtime_hours
2023-10-06,A004,A004-W02,759.63,5395.18,29.32,1
2023-10-07,A004,A004-W02,802.27,5694.69,28.95,3
2023-10-08,A004,A004-W02,776.31,5523.49,29.01,0
2023-10-09,A004,A004-W02,826.62,5961.29,29.07,0
2023-10-10,A004,A004-W02,775.76,6028.74,28.88,3
2023-10-11,A004,A004-W02,810.04,5670.42,29.1,1
2023-10-12,A004,A004-W02,792.75,5763.08,29.66,1
2023-10-13,A004,A004-W02,805.32,5659.35,29.15,2
2023-10-14,A004,A004-W02,769.26,5582.49,29.26,2
2023-10-15,A004,A004-W02,805.27,5764.36,29.25,3
2023-10-16,A004,A004-W02,773.64,5540.35,29.03,0
2023-10-17,A004,A004-W02,773.3,5874.31,29.6,1
2023-10-18,A004,A004-W02,835.84,5917.93,29.05,0
2023-10-19,A004,A004-W02,776.53,5759.95,28.92,1
2023-10-20,A004,A004-W02,777.37,5494.76,28.93,3
2023-10-21,A004,A004-W02,803.12,5625.9,29.18,0
2023-10-22,A004,A004-W02,781.97,5679.19,28.88,0
2023-10-23,A004,A004-W02,803.59,5425.63,29.11,1
2023-10-24,A004,A004-W02,781.02,5920.4,29.01,1
2023-10-25,A004,A004-W02,769.71,5914.34,29.04,0
2023-10-26,A004,A004-W02,762.35,5825.02,28.92,0
2023-10-27,A004,A004-W02,754.73,5819.52,29.17,1
2023-10-28,A004,A004-W02,753.66,5516.47,29.48,3
2023-10-29,A004,A004-W02,813.81,5474.21,29.34,0
2023-10-30,A004,A004-W02,766.1,5582.15,29.07,0
2023-10-31,A004,A004-W02,771.51,5573.03,29.1,1
2023-11-01,A004,A004-W02,815.84,5729.27,29.04,0
2023-11-02,A004,A004-W02,753.57,5940.11,29.25,1
2023-11-03,A004,A004-W02,769.54,5674.16,29.36,0
2023-11-04,A004,A004-W02,813.14,5847.38,29.25,0
2023-11-05,A004,A004-W02,762.23,5687.04,29.08,2
2023-11-06,A004,A004-W02,777.56,5514.79,29.02,2
2023-11-07,A004,A004-W02,778.39,5853.27,29.36,3
2023-11-08,A004,A004-W02,820.9,5579.69,29.1,1
2023-11-09,A004,A004-W02,747.07,5575.04,29.18,2
2023-11-10,A004,A004-W02,779.06,5953.13,28.81,1
2023-11-11,A004,A004-W02,808.68,5911.03,28.97,3
2023-11-12,A004,A004-W02,825.84,5991.19,29.06,2
2023-11-13,A004,A004-W02,765.6,5948.16,29.26,2
2023-11-14,A004,A004-W02,779.38,5387.48,29.46,0
2023-11-15,A004,A004-W02,757.25,5914.79,28.9,0
2023-11-16,A004,A004-W02,763.51,5716.61,29.14,0
2023-11-17,A004,A004-W02,758.17,5812.23,29.26,2
2023-11-18,A004,A004-W02,783.83,5494.56,28.99,3
2023-11-19,A004,A004-W02,806.59,5647.29,29.07,0
2023-11-20,A004,A004-W02,783.59,5376.22,29.39,0
2023-11-21,A004,A004-W02,789.13,5536.25,29.24,0
2023-11-22,A004,A004-W02,762.61,5497.84,29.32,0
2023-11-23,A004,A004-W02,810.74,5372.13,29.59,0
2023-11-24,A004,A004-W02,833.39,5771.86,28.85,0
2023-11-25,A004,A004-W02,808.75,5803.24,28.87,0
2023-11-26,A004,A004-W02,758.48,5838.07,28.93,1
2023-11-27,A004,A004-W02,766.58,5590.83,28.99,0
2023-11-28,A004,A004-W02,787.89,5405.08,29.52,0
2023-11-29,A004,A004-W02,751.49,5692.64,29.07,2
2023-11-30,A004,A004-W02,802.6,5633.33,29.24,2
2023-12-01,A004,A004-W02,774.49,5724.17,29.08,2
2023-12-02,A004,A004-W02,778.83,5477.75,29.47,3
2023-12-03,A004,A004-W02,746.21,5826.74,29.25,2
2023-12-04,A004,A004-W02,802.87,5467.66,28.95,0
2023-12-05,A004,A004-W02,768.57,5403.54,29.38,0
2023-12-06,A004,A004-W02,748.48,5760.29,28.95,1
2023-12-07,A004,A004-W02,819.6,5887.25,29.0,0
2023-12-08,A004,A004-W02,823.13,5546.14,29.04,0
2023-12-09,A004,A004-W02,757.61,5540.05,29.6,0
2023-12-10,A004,A004-W02,832.57,5956.2,29.08,0
2023-12-11,A004,A004-W02,827.75,5640.02,29.21,0
2023-12-12,A004,A004-W02,770.13,5418.89,29.43,0
2023-12-13,A004,A004-W02,768.6,5746.4,29.53,2
2023-12-14,A004,A004-W02,762.48,5619.34,28.96,2
2023-12-15,A004,A004-W02,770.17,5816.45,29.62,1
2023-12-16,A004,A004-W02,791.91,5779.56,29.3,0
2023-12-17,A004,A004-W02,787.17,5619.5,28.98,0
2023-12-18,A004,A004-W02,764.91,5869.54,28.98,0
2023-12-19,A004,A004-W02,792.42,5824.29,29.28,0
2023-12-20,A004,A004-W02,824.96,5556.77,28.93,0
2023-12-21,A004,A004-W02,835.24,5721.99,29.09,3
2023-12-22,A004,A004-W02,779.66,5504.06,29.72,3
2023-12-23,A004,A004-W02,768.17,5820.81,29.62,2
2023-12-24,A004,A004-W02,791.13,5661.24,29.49,0
2023-12-25,A004,A004-W02,736.67,5509.41,29.27,0
2023-12-26,A004,A004-W02,748.85,5649.41,29.78,3
2023-12-27,A004,A004-W02,767.66,5681.88,29.25,2
2023-12-28,A004,A004-W02,814.86,5891.6,28.98,0
2023-12-29,A004,A004-W02,778.62,5686.67,28.94,2
2023-12-30,A004,A004-W02,767.81,5483.49,29.0,0
2023-12-31,A004,A004-W02,754.33,5909.52,29.0,1
2024-01-01,A004,A004-W02,771.44,5761.09,29.5,0
2024-01-02,A004,A004-W02,792.05,5451.35,28.95,3
2024-01-03,A004,A004-W02,824.97,5561.82,29.23,0
2024-01-04,A004,A004-W02,756.03,5738.69,29.23,3
2024-01-05,A004,A004-W02,823.13,5595.98,29.3,3
2024-01-06,A004,A004-W02,793.48,5818.95,29.58,1
2024-01-07,A004,A004-W02,760.07,5600.98,28.88,0
2024-01-08,A004,A004-W02,753.97,5574.31,29.31,1
2024-01-09,A004,A004-W02,808.02,5847.56,29.58,0
2024-01-10,A004,A004-W02,798.36,5523.88,29.23,0
2024-01-11,A004,A004-W02,801.72,5722.44,29.27,3
2024-01-12,A004,A004-W02,786.16,5495.16,29.73,0
2024-01-13,A004,A004-W02,757.67,5549.85,29.27,0
2024-01-14,A004,A004-W02,825.88,5514.34,29.0,0
2024-01-15,A004,A004-W02,817.81,5541.78,29.05,3
2024-01-16,A004,A004-W02,775.52,5467.69,29.4,0
2024-01-17,A004,A004-W02,796.77,5601.62,29.48,0
2024-01-18,A004,A004-W02,804.87,5520.13,29.4,0
2024-01-19,A004,A004-W02,752.79,5468.17,29.86,0
2024-01-20,A004,A004-W02,811.15,5638.82,29.07,0
2024-01-21,A004,A004-W02,788.48,5467.65,29.36,0
2024-01-22,A004,A004-W02,801.67,5686.78,29.15,0
2024-01-23,A004,A004-W02,744.0,5475.29,29.88,0
2024-01-24,A004,A004-W02,757.19,5931.98,29.37,2
2024-01-25,A004,A004-W02,788.88,5855.76,29.6,0
2024-01-26,A004,A004-W02,770.27,5511.97,28.92,2
2024-01-27,A004,A004-W02,789.06,5355.54,29.31,0
2024-01-28,A004,A004-W02,790.28,5989.97,29.04,0
2024-01-29,A004,A004-W02,817.55,5750.72,29.58,3
2024-01-30,A004,A004-W02,740.77,5335.13,30.05,0
2024-01-31,A004,A004-W02,786.47,5890.61,29.35,0
2024-02-01,A004,A004-W02,775.31,5903.38,29.44,0
2024-02-02,A004,A004-W02,809.51,5445.34,29.4,1
2024-02-03,A004,A004-W02,806.6,5588.44,29.23,1
2024-02-04,A004,A004-W02,754.04,5462.27,29.28,2
2024-02-05,A004,A004-W02,773.64,5517.83,29.64,0
2024-02-06,A004,A004-W02,788.21,5268.14,29.57,1
2024-02-07,A004,A004-W02,828.75,5551.58,29.14,0
2024-02-08,A004,A004-W02,744.52,5486.41,29.62,3
2024-02-09,A004,A004-W02,802.65,5660.11,29.68,0
2024-02-10,A004,A004-W02,799.33,5530.19,29.6,0
2024-02-11,A004,A004-W02,804.53,5445.94,29.94,0
2024-02-12,A004,A004-W02,760.82,5620.7,29.32,0
2024-02-13,A004,A004-W02,741.53,5457.63,29.4,3
2024-02-14,A004,A004-W02,748.64,5665.62,29.48,0
2024-02-15,A004,A004-W02,766.09,5577.94,29.98,0
2024-02-16,A004,A004-W02,830.56,5954.3,29.09,2
2024-02-17,A004,A004-W02,802.03,5457.81,29.78,0
2024-02-18,A004,A004-W02,754.63,5459.15,29.17,0
2024-02-19,A004,A004-W02,768.01,5760.77,29.18,3
2024-02-20,A004,A004-W02,745.56,5381.22,29.66,0
2024-02-21,A004,A004-W02,803.54,5845.08,29.24,3
2024-02-22,A004,A004-W02,762.84,5531.91,29.03,1
2024-02-23,A004,A004-W02,766.77,5554.24,29.98,3
2024-02-24,A004,A004-W02,817.23,5904.56,29.17,0
2024-02-25,A004,A004-W02,794.89,5570.39,29.01,1
2024-02-26,A004,A004-W02,770.66,5845.8,29.22,1
2024-02-27,A004,A004-W02,759.67,5425.09,29.18,1
2024-02-28,A004,A004-W02,801.57,5614.53,29.32,0
2024-02-29,A004,A004-W02,806.25,5759.87,28.97,0
2024-03-01,A004,A004-W02,797.46,5574.51,29.23,3
2024-03-02,A004,A004-W02,823.83,5434.63,29.13,0
2024-03-03,A004,A004-W02,779.25,5710.71,29.46,2
2024-03-04,A004,A004-W02,798.74,5544.1,29.55,3
2024-03-05,A004,A004-W02,748.31,5831.65,29.13,1
2024-03-06,A004,A004-W02,803.84,5593.29,29.6,3
2024-03-07,A004,A004-W02,762.5,5336.35,29.92,1
2024-03-08,A004,A004-W02,770.86,5811.34,29.97,0
2024-03-09,A004,A004-W02,807.59,5819.07,29.42,0
2024-03-10,A004,A004-W02,820.73,5677.51,28.91,0
2024-03-11,A004,A004-W02,793.49,5393.01,29.86,3
2024-03-12,A004,A004-W02,765.99,5421.0,29.19,2
2024-03-13,A004,A004-W02,753.0,5577.9,29.58,0
2024-03-14,A004,A004-W02,785.58,5733.06,29.64,0
2024-03-15,A004,A004-W02,797.68,5816.77,29.88,2
2024-03-16,A004,A004-W02,813.38,5749.67,29.11,0
2024-03-17,A004,A004-W02,759.85,5703.54,29.22,3
2024-03-18,A004,A004-W02,776.94,5642.65,29.31,0
2024-03-19,A004,A004-W02,819.73,5977.05,29.26,0
2024-03-20,A004,A004-W02,757.83,5764.2,29.63,2
2024-03-21,A004,A004-W02,763.88,5600.45,29.59,0
2024-03-22,A004,A004-W02,797.81,5434.24,29.74,0
2024-03-23,A004,A004-W02,796.68,5697.11,29.24,2
2024-03-24,A004,A004-W02,791.8,5592.58,29.36,2
2024-03-25,A004,A004-W02,748.85,5363.04,29.93,3
2024-03-26,A004,A004-W02,824.49,5837.36,29.42,0
2024-03-27,A004,A004-W02,798.74,5593.76,29.02,2
2024-03-28,A004,A004-W02,796.3,5503.35,29.71,3
2024-03-29,A004,A004-W02,792.08,5790.03,29.3,2
2024-03-30,A004,A004-W02,775.83,5595.78,29.7,0
2024-03-31,A004,A004-W02,778.48,5652.09,30.09,0
2024-04-01,A004,A004-W02,800.2,5395.49,29.61,1
2024-04-02,A004,A004-W02,806.44,5699.59,29.23,2
2024-04-03,A004,A004-W02,800.04,5830.61,29.09,0
2024-04-04,A004,A004-W02,753.27,5894.3,29.04,3
2024-04-05,A004,A004-W02,750.37,5704.09,30.39,0
2024-04-06,A004,A004-W02,733.29,5705.18,29.3,0
2024-04-07,A004,A004-W02,810.2,5670.98,28.94,0
2024-04-08,A004,A004-W02,780.3,5807.47,29.88,2
2024-04-09,A004,A004-W02,760.21,5774.56,29.19,1
2024-04-10,A004,A004-W02,810.81,5502.13,29.16,0
2024-04-11,A004,A004-W02,776.65,5360.36,29.3,0
2024-04-12,A004,A004-W02,779.52,5673.72,29.45,3
2024-04-13,A004,A004-W02,781.64,5702.09,29.54,1
2024-04-14,A004,A004-W02,750.43,5421.3,29.3,0
2024-04-15,A004,A004-W02,805.4,5784.69,29.14,3
2024-04-16,A004,A004-W02,746.74,5597.39,29.7,1
2024-04-17,A004,A004-W02,745.02,5490.83,29.76,0
2024-04-18,A004,A004-W02,789.54,5529.88,29.98,0
2024-04-19,A004,A004-W02,778.45,5663.52,28.97,2
2024-04-20,A004,A004-W02,785.06,5498.4,29.03,2
2024-04-21,A004,A004-W02,773.56,5299.85,29.87,3
2024-04-22,A004,A004-W02,790.2,5343.99,30.34,1
2024-04-23,A004,A004-W02,736.14,5840.91,29.36,0
2024-04-24,A004,A004-W02,732.47,5360.44,29.56,2
2024-04-25,A004,A004-W02,787.41,5785.46,29.61,3
2024-04-26,A004,A004-W02,746.74,5621.36,29.38,0
2024-04-27,A004,A004-W02,787.13,5486.59,29.08,0
2024-04-28,A004,A004-W02,774.62,5519.77,29.32,0
2024-04-29,A004,A004-W02,756.7,5832.88,29.36,3
2024-04-30,A004,A004-W02,798.15,5649.31,29.4,0
2024-05-01,A004,A004-W02,787.96,5622.96,29.35,0
2024-05-02,A004,A004-W02,764.58,5667.29,29.86,3
2024-05-03,A004,A004-W02,738.46,5425.2,29.42,0
2024-05-04,A004,A004-W02,779.95,5436.22,29.2,2
2024-05-05,A004,A004-W02,793.8,5760.81,29.2,3
2024-05-06,A004,A004-W02,824.35,5973.49,28.96,0
2024-05-07,A004,A004-W02,756.36,5823.16,29.78,0
2024-05-08,A004,A004-W02,779.51,5499.99,29.19,0
2024-05-09,A004,A004-W02,785.28,5369.84,29.88,2
2024-05-10,A004,A004-W02,746.56,5729.78,29.36,0
2024-05-11,A004,A004-W02,817.29,5532.14,29.07,2
2024-05-12,A004,A004-W02,780.55,5360.97,29.66,0
2024-05-13,A004,A004-W02,789.94,5773.64,29.47,2
2024-05-14,A004,A004-W02,805.49,5597.22,29.65,2
2024-05-15,A004,A004-W02,719.56,5435.21,30.34,3
2024-05-16,A004,A004-W02,788.97,5690.55,29.92,0
2024-05-17,A004,A004-W02,831.03,5749.35,29.23,0
2024-05-18,A004,A004-W02,782.14,5774.11,29.53,0
2024-05-19,A004,A004-W02,745.04,5850.08,29.77,2
2024-05-20,A004,A004-W02,775.25,5376.48,29.18,0
2024-05-21,A004,A004-W02,748.01,5461.99,29.45,3
2024-05-22,A004,A004-W02,744.27,5383.85,29.27,2
2024-05-23,A004,A004-W02,782.36,5546.11,29.65,1
2024-05-24,A004,A004-W02,796.46,5753.75,28.96,2
2024-05-25,A004,A004-W02,783.44,5742.34,29.74,2
2024-05-26,A004,A004-W02,777.94,5345.89,29.66,0
2024-05-27,A004,A004-W02,749.9,5334.68,30.57,0
2024-05-28,A004,A004-W02,781.68,5340.92,29.69,0
2024-05-29,A004,A004-W02,766.39,5586.62,29.58,1
2024-05-30,A004,A004-W02,744.22,5309.17,29.78,0
2024-05-31,A004,A004-W02,771.56,5628.05,29.96,0
2024-06-01,A004,A004-W02,790.13,5793.14,29.01,0
2024-06-02,A004,A004-W02,735.36,5692.65,29.78,0
2024-06-03,A004,A004-W02,766.9,5896.16,29.1,0
2024-06-04,A004,A004-W02,752.82,5486.84,29.58,3
2024-06-05,A004,A004-W02,774.96,5909.43,29.07,0
2024-06-06,A004,A004-W02,772.13,5600.71,29.58,2
2024-06-07,A004,A004-W02,764.25,5176.73,29.43,2
2024-06-08,A004,A004-W02,725.76,5470.28,29.36,3
2024-06-09,A004,A004-W02,788.42,5745.0,29.5,1
2024-06-10,A004,A004-W02,752.37,5796.73,29.87,2
2024-06-11,A004,A004-W02,748.99,5456.38,29.33,2
2024-06-12,A004,A004-W02,796.17,5457.03,29.12,0
2024-06-13,A004,A004-W02,767.84,5305.5,29.4,1
2024-06-14,A004,A004-W02,774.94,5384.48,29.06,0
2024-06-15,A004,A004-W02,742.86,5267.83,30.08,3
2024-06-16,A004,A004-W02,778.2,5262.4,30.16,0
2024-06-17,A004,A004-W02,775.29,5780.88,29.63,3
2024-06-18,A004,A004-W02,760.07,5315.0,30.04,0
2024-06-19,A004,A004-W02,805.55,5475.71,29.37,0
2024-06-20,A004,A004-W02,778.4,5511.41,28.95,3
2024-06-21,A004,A004-W02,807.22,5531.79,29.61,2
2024-06-22,A004,A004-W02,763.69,5738.08,29.77,0
2024-06-23,A004,A004-W02,783.53,5151.53,29.42,0
2024-06-24,A004,A004-W02,818.15,5504.03,29.22,3
2024-06-25,A004,A004-W02,767.95,5284.51,29.57,0
2024-06-26,A004,A004-W02,814.32,5692.19,29.15,3
2024-06-27,A004,A004-W02,754.57,5613.23,29.38,0
2024-06-28,A004,A004-W02,735.79,5742.25,29.28,1
2024-06-29,A004,A004-W02,786.48,5691.27,29.32,1
2024-06-30,A004,A004-W02,790.55,5384.1,29.41,0
2024-07-01,A004,A004-W02,766.52,5419.22,30.29,1
2024-07-02,A004,A004-W02,810.35,5463.72,29.91,0
2024-07-03,A004,A004-W02,779.17,5762.15,29.22,0
2024-07-04,A004,A004-W02,717.29,5283.47,29.78,2
2024-07-05,A004,A004-W02,809.07,5612.57,29.19,0
2024-07-06,A004,A004-W02,749.84,5666.06,29.58,1
2024-07-07,A004,A004-W02,744.57,5337.68,29.43,0
2024-07-08,A004,A004-W02,798.75,5668.63,29.66,0
2024-07-09,A004,A004-W02,716.74,5548.41,29.62,3
2024-07-10,A004,A004-W02,743.25,5614.5,30.34,2
2024-07-11,A004,A004-W02,777.44,5587.38,29.83,0
2024-07-12,A004,A004-W02,779.63,5710.97,29.63,1
2024-07-13,A004,A004-W02,766.84,5877.29,29.64,0
2024-07-14,A004,A004-W02,721.5,5475.89,30.46,3
2024-07-15,A004,A004-W02,780.73,5368.61,29.59,0
2024-07-16,A004,A004-W02,737.98,5472.01,29.81,0
2024-07-17,A004,A004-W02,793.91,5402.52,30.36,2
2024-07-18,A004,A004-W02,791.84,5353.04,29.29,2
2024-07-19,A004,A004-W02,712.45,5437.27,30.06,2
2024-07-20,A004,A004-W02,771.46,5200.05,30.25,0
2024-07-21,A004,A004-W02,772.43,5536.89,29.48,1
2024-07-22,A004,A004-W02,729.5,5217.89,29.57,0
2024-07-23,A004,A004-W02,743.61,5531.4,29.86,1
2024-07-24,A004,A004-W02,771.4,5627.08,30.17,3
2024-07-25,A004,A004-W02,733.49,5656.54,29.42,0
2024-07-26,A004,A004-W02,759.74,5524.71,29.38,0
2024-07-27,A004,A004-W02,779.02,5286.84,29.5,0
2024-07-28,A004,A004-W02,780.38,5150.28,30.26,0
2024-07-29,A004,A004-W02,804.04,5941.72,29.4,3
2024-07-30,A004,A004-W02,814.68,5873.66,29.13,3
2024-07-31,A004,A004-W02,785.4,5810.67,29.63,0
2024-08-01,A004,A004-W02,790.47,5293.91,30.11,3
2024-08-02,A004,A004-W02,768.63,5908.96,28.95,3
2024-08-03,A004,A004-W02,781.13,5606.41,29.44,0
2024-08-04,A004,A004-W02,766.75,5255.95,29.96,0
2024-08-05,A004,A004-W02,766.82,5781.82,29.53,1
2024-08-06,A004,A004-W02,773.02,5478.79,29.34,0
2024-08-07,A004,A004-W02,766.95,5529.02,29.72,1
2024-08-08,A004,A004-W02,803.46,5877.82,29.71,0
2024-08-09,A004,A004-W02,729.52,5274.77,30.11,2
2024-08-10,A004,A004-W02,763.46,5571.65,29.61,2
2024-08-11,A004,A004-W02,758.23,5369.36,29.24,2
2024-08-12,A004,A004-W02,729.34,5182.56,30.22,0
2024-08-13,A004,A004-W02,761.81,5479.92,29.81,0
2024-08-14,A004,A004-W02,721.31,5413.44,29.75,0
2024-08-15,A004,A004-W02,763.75,5201.65,30.48,0
2024-08-16,A004,A004-W02,787.3,5290.13,30.24,3
2024-08-17,A004,A004-W02,796.68,5561.67,29.5,1
2024-08-18,A004,A004-W02,765.8,5853.94,29.18,2
2024-08-19,A004,A004-W02,752.1,5377.62,29.74,1
2024-08-20,A004,A004-W02,796.07,5381.35,30.09,2
2024-08-21,A004,A004-W02,772.18,5333.78,29.57,0
2024-08-22,A004,A004-W02,763.3,5654.34,30.47,3
2024-08-23,A004,A004-W02,741.98,5257.56,30.18,3
2024-08-24,A004,A004-W02,801.25,5710.44,29.89,0
2024-08-25,A004,A004-W02,724.82,5250.13,30.27,2
2024-08-26,A004,A004-W02,749.55,5606.99,29.34,0
2024-08-27,A004,A004-W02,806.4,5500.45,29.04,0
2024-08-28,A004,A004-W02,738.53,5375.37,29.29,0
2024-08-29,A004,A004-W02,760.72,5731.23,29.52,0
2024-08-30,A004,A004-W02,733.34,5084.05,29.7,2
2024-08-31,A004,A004-W02,800.42,5704.35,28.97,1
2024-09-01,A004,A004-W02,729.83,5407.88,30.32,0
2024-09-02,A004,A004-W02,807.08,5353.11,30.0,0
2024-09-03,A004,A004-W02,764.73,5581.97,29.77,3
2024-09-04,A004,A004-W02,806.33,5689.1,29.31,2
2024-09-05,A004,A004-W02,752.07,5490.66,30.39,1
2024-09-06,A004,A004-W02,785.19,5547.38,29.87,0
2024-09-07,A004,A004-W02,776.89,5369.28,29.53,1
2024-09-08,A004,A004-W02,742.97,5309.94,29.67,0
2024-09-09,A004,A004-W02,742.79,5357.37,29.32,3
2024-09-10,A004,A004-W02,767.81,5807.79,29.47,0
2024-09-11,A004,A004-W02,725.57,5702.32,30.01,2
2024-09-12,A004,A004-W02,788.76,5521.45,29.2,2
2024-09-13,A004,A004-W02,764.77,5854.94,29.45,0
2024-09-14,A004,A004-W02,804.59,5628.2,29.5,3
2024-09-15,A004,A004-W02,775.96,5196.93,29.8,0
2024-09-16,A004,A004-W02,801.96,5729.6,29.69,1
2024-09-17,A004,A004-W02,778.31,5510.75,29.67,0
2024-09-18,A004,A004-W02,725.72,5266.51,30.39,1
2024-09-19,A004,A004-W02,753.81,5651.46,30.31,3
2024-09-20,A004,A004-W02,788.69,5474.66,29.74,0
2024-09-21,A004,A004-W02,739.57,5595.4,29.78,2
2024-09-22,A004,A004-W02,786.04,5691.7,29.71,3
2024-09-23,A004,A004-W02,784.34,5300.66,30.1,0
2024-09-24,A004,A004-W02,755.61,5582.82,29.39,2
2024-09-25,A004,A004-W02,717.1,5460.08,30.48,3
2024-09-26,A004,A004-W02,790.2,5348.05,29.67,0
2024-09-27,A004,A004-W02,734.11,5172.12,30.01,0
2024-09-28,A004,A004-W02,747.62,5766.21,29.43,0
2024-09-29,A004,A004-W02,787.47,5430.2,29.1,2
2024-09-30,A004,A004-W02,779.45,5535.42,29.86,0
2024-10-01,A004,A004-W02,713.81,5596.51,29.7,1
2024-10-02,A004,A004-W02,753.64,5214.12,30.06,0
2024-10-03,A004,A004-W02,734.26,5434.23,30.77,0
2024-10-04,A004,A004-W02,805.4,5688.17,29.32,1
2024-10-05,A004,A004-W02,754.34,5393.68,30.89,3
2024-10-06,A004,A004-W02,752.84,5723.5,29.94,2
2024-10-07,A004,A004-W02,735.02,5540.93,29.4,0
2024-10-08,A004,A004-W02,757.16,5545.33,30.78,0
2024-10-09,A004,A004-W02,768.94,5564.6,29.98,2
2024-10-10,A004,A004-W02,772.92,5576.65,30.19,0
2024-10-11,A004,A004-W02,758.34,5638.23,30.09,3
2024-10-12,A004,A004-W02,736.19,5403.92,29.63,1
2024-10-13,A004,A004-W02,756.53,5762.52,29.9,0
2024-10-14,A004,A004-W02,741.29,5513.63,30.02,0
2024-10-15,A004,A004-W02,774.77,5620.84,29.37,1
2024-10-16,A004,A004-W02,818.39,5854.83,29.29,3
2024-10-17,A004,A004-W02,755.48,5487.39,29.96,1
2024-10-18,A004,A004-W02,771.89,5283.45,30.02,1
2024-10-19,A004,A004-W02,726.63,5481.03,29.81,2
2024-10-20,A004,A004-W02,789.41,5718.03,29.53,1
2024-10-21,A004,A004-W02,733.51,5360.11,30.27,0
2024-10-22,A004,A004-W02,761.53,5503.37,30.16,0
2024-10-23,A004,A004-W02,749.78,5659.68,29.36,0
2024-10-24,A004,A004-W02,730.24,5371.74,30.8,2
2024-10-25,A004,A004-W02,806.72,5706.64,29.74,0
2024-10-26,A004,A004-W02,778.0,5673.38,29.4,0
2024-10-27,A004,A004-W02,745.54,5781.33,29.63,0
2024-10-28,A004,A004-W02,804.31,5344.27,29.23,2
2024-10-29,A004,A004-W02,783.1,5111.12,30.07,2
2024-10-30,A004,A004-W02,802.2,5385.13,29.81,2
2024-10-31,A004,A004-W02,753.43,5644.59,29.87,1
2024-11-01,A004,A004-W02,772.61,5727.6,29.35,0
2024-11-02,A004,A004-W02,774.96,5431.51,29.5,0
2024-11-03,A004,A004-W02,720.1,5180.46,30.56,2
2024-11-04,A004,A004-W02,756.93,5097.68,30.31,0
2024-11-05,A004,A004-W02,774.1,5333.02,29.96,2
2024-11-06,A004,A004-W02,711.7,5149.17,30.14,0
2024-11-07,A004,A004-W02,783.72,5369.82,29.16,0
2024-11-08,A004,A004-W02,778.51,5680.6,29.83,3
2024-11-09,A004,A004-W02,705.16,5292.67,29.83,2
2024-11-10,A004,A004-W02,775.12,5243.9,30.58,2
2024-11-11,A004,A004-W02,764.11,5130.71,30.65,3
2024-11-12,A004,A004-W02,761.4,5660.75,29.89,0
2024-11-13,A004,A004-W02,740.83,5074.5,30.44,0
2024-11-14,A004,A004-W02,730.89,5610.13,29.7,1
2024-11-15,A004,A004-W02,749.02,5482.94,30.35,2
2024-11-16,A004,A004-W02,731.77,5154.66,30.61,3
2024-11-17,A004,A004-W02,764.36,5352.42,30.09,2
2024-11-18,A004,A004-W02,794.06,5396.54,29.7,2
2024-11-19,A004,A004-W02,780.1,5547.35,29.33,2
2024-11-20,A004,A004-W02,729.99,5420.42,30.53,1
2024-11-21,A004,A004-W02,767.83,5664.51,29.45,0
2024-11-22,A004,A004-W02,740.48,5758.13,29.77,0
2024-11-23,A004,A004-W02,757.46,5599.14,29.83,2
2024-11-24,A004,A004-W02,761.1,5346.48,29.34,0
2024-11-25,A004,A004-W02,766.91,5400.87,29.67,1
2024-11-26,A004,A004-W02,765.31,5372.07,29.87,0
2024-11-27,A004,A004-W02,769.52,5189.45,30.23,0
2024-11-28,A004,A004-W02,772.92,5672.13,29.31,1
2024-11-29,A004,A004-W02,787.81,5340.19,29.51,0
2024-11-30,A004,A004-W02,754.58,5429.02,29.64,0
2024-12-01,A004,A004-W02,733.32,5682.85,29.19,0
2024-12-02,A004,A004-W02,754.07,5676.01,29.17,2
2024-12-03,A004,A004-W02,767.87,5447.6,29.75,0
2024-12-04,A004,A004-W02,733.11,5427.71,30.06,0
2024-12-05,A004,A004-W02,725.03,5173.42,29.79,0
2024-12-06,A004,A004-W02,768.62,5438.62,30.04,0
2024-12-07,A004,A004-W02,735.87,5221.97,30.48,2
2024-12-08,A004,A004-W02,749.66,5712.88,29.14,0
2024-12-09,A004,A004-W02,721.39,5486.79,30.28,0
2024-12-10,A004,A004-W02,766.42,5825.26,29.5,2
2024-12-11,A004,A004-W02,765.89,5181.83,30.02,1
2024-12-12,A004,A004-W02,731.93,5212.43,30.12,0
2024-12-13,A004,A004-W02,800.8,5444.37,29.95,0
2024-12-14,A004,A004-W02,739.16,5503.79,29.58,3
2024-12-15,A004,A004-W02,782.08,5652.08,29.91,0
2024-12-16,A004,A004-W02,709.35,5246.62,31.28,0
2024-12-17,A004,A004-W02,738.66,5173.88,30.86,2
2024-12-18,A004,A004-W02,755.77,5343.68,30.09,3
2024-12-19,A004,A004-W02,720.44,5307.35,29.83,0
2024-12-20,A004,A004-W02,770.44,5428.94,29.65,3
2024-12-21,A004,A004-W02,737.59,5431.06,30.02,0
2024-12-22,A004,A004-W02,779.91,5708.31,29.21,2
2024-12-23,A004,A004-W02,757.54,5194.26,29.53,0
2024-12-24,A004,A004-W02,750.09,5483.84,29.83,2
2024-12-25,A004,A004-W02,816.66,5449.46,29.07,0
2024-12-26,A004,A004-W02,746.11,5335.7,29.77,0
2024-12-27,A004,A004-W02,787.87,5456.45,29.27,0
2024-12-28,A004,A004-W02,704.33,5411.38,30.14,1
